Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:18.188,1:17.825,1:19.273,1
2,33,Max Verstappen,Red Bull Racing-Honda,1:18.297,1:17.938,1:20.489,2
3,55,Carlos Sainz Jr.,McLaren-Renault,1:18.590,1:18.836,1:20.671,3
4,77,Valtteri Bottas,Mercedes,1:18.791,1:18.657,1:20.701,4
5,31,Esteban Ocon,Renault,1:19.687,1:18.764,1:20.922,5
6,4,Lando Norris,McLaren-Renault,1:18.504,1:18.448,1:20.925,9
7,23,Alexander Albon,Red Bull Racing-Honda,1:20.882,1:19.014,1:21.011,6
8,10,Pierre Gasly,AlphaTauri-Honda,1:20.192,1:18.744,1:21.028,7
9,3,Daniel Ricciardo,Renault,1:19.662,1:19.229,1:21.192,8
10,5,Sebastian Vettel,Ferrari,1:20.243,1:19.545,1:21.651,10
11,16,Charles Leclerc,Ferrari,1:20.871,1:19.628,N/A,14
12,63,George Russell,Williams-Mercedes,1:20.382,1:19.636,N/A,11
13,18,Lance Stroll,Racing Point-BWT Mercedes,1:19.697,1:19.645,N/A,12
14,26,Daniil Kvyat,AlphaTauri-Honda,1:19.824,1:19.717,N/A,13
15,20,Kevin Magnussen,Haas-Ferrari,1:21.140,1:20.211,N/A,15
16,7,Kimi Räikkönen,Alfa Romeo Racing-Ferrari,1:21.372,N/A,N/A,16
17,11,Sergio Pérez,Racing Point-BWT Mercedes,1:21.607,N/A,N/A,17
18,6,Nicholas Latifi,Williams-Mercedes,1:21.759,N/A,N/A,18
19,99,Antonio Giovinazzi,Alfa Romeo Racing-Ferrari,1:21.831,N/A,N/A,19
20,8,Romain Grosjean,Haas-Ferrari,No time,N/A,N/A,PL
