Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:16.872,1:16.013,1:15.584,1
2,77,Valtteri Bottas,Mercedes,1:17.243,1:16.152,1:15.643,2
3,33,Max Verstappen,Red Bull Racing-Honda,1:17.213,1:16.518,1:16.292,3
4,11,Sergio Pérez,Racing Point-BWT Mercedes,1:17.117,1:16.936,1:16.482,4
5,18,Lance Stroll,Racing Point-BWT Mercedes,1:17.316,1:16.666,1:16.589,5
6,23,Alexander Albon,Red Bull Racing-Honda,1:17.419,1:17.163,1:17.029,6
7,55,Carlos Sainz Jr.,McLaren-Renault,1:17.438,1:16.876,1:17.044,7
8,4,Lando Norris,McLaren-Renault,1:17.577,1:17.166,1:17.084,8
9,16,Charles Leclerc,Ferrari,1:17.256,1:16.953,1:17.087,9
10,10,Pierre Gasly,AlphaTauri-Honda,1:17.356,1:16.800,1:17.136,10
11,5,Sebastian Vettel,Ferrari,1:17.573,1:17.168,N/A,11
12,26,Daniil Kvyat,AlphaTauri-Honda,1:17.676,1:17.192,N/A,12
13,3,Daniel Ricciardo,Renault,1:17.667,1:17.198,N/A,13
14,7,Kimi Räikkönen,Alfa Romeo Racing-Ferrari,1:17.797,1:17.386,N/A,14
15,31,Esteban Ocon,Renault,1:17.765,1:17.567,N/A,15
16,20,Kevin Magnussen,Haas-Ferrari,1:17.908,N/A,N/A,16
17,8,Romain Grosjean,Haas-Ferrari,1:18.089,N/A,N/A,17
18,63,George Russell,Williams-Mercedes,1:18.099,N/A,N/A,18
19,6,Nicholas Latifi,Williams-Mercedes,1:18.532,N/A,N/A,19
20,99,Antonio Giovinazzi,Alfa Romeo Racing-Ferrari,1:18.697,N/A,N/A,20
