Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,77,Valtteri Bottas,Mercedes,1:26.738,1:25.785,1:25.154,1
2,44,Lewis Hamilton,Mercedes,1:26.818,1:26.266,1:25.217,2
3,27,Nico Hülkenberg,Racing Point-BWT Mercedes,1:27.279,1:26.261,1:26.082,3
4,33,Max Verstappen,Red Bull Racing-Honda,1:27.154,1:26.779,1:26.176,4
5,3,Daniel Ricciardo,Renault,1:27.442,1:26.636,1:26.297,5
6,18,Lance Stroll,Racing Point-BWT Mercedes,1:27.187,1:26.674,1:26.428,6
7,10,Pierre Gasly,AlphaTauri-Honda,1:27.154,1:26.523,1:26.534,7
8,16,Charles Leclerc,Ferrari,1:27.427,1:26.709,1:26.614,8
9,23,Alexander Albon,Red Bull Racing-Honda,1:27.153,1:26.642,1:26.669,9
10,4,Lando Norris,McLaren-Renault,1:27.217,1:26.885,1:26.778,10
11,31,Esteban Ocon,Renault,1:27.278,1:27.011,N/A,14
12,5,Sebastian Vettel,Ferrari,1:27.612,1:27.078,N/A,11
13,55,Carlos Sainz Jr.,McLaren-Renault,1:27.450,1:27.083,N/A,12
14,8,Romain Grosjean,Haas-Ferrari,1:27.519,1:27.254,N/A,13
15,63,George Russell,Williams-Mercedes,1:27.757,1:27.455,N/A,15
16,26,Daniil Kvyat,AlphaTauri-Honda,1:27.882,N/A,N/A,16
17,20,Kevin Magnussen,Haas-Ferrari,1:28.236,N/A,N/A,17
18,6,Nicholas Latifi,Williams-Mercedes,1:28.430,N/A,N/A,18
19,99,Antonio Giovinazzi,Alfa Romeo Racing-Ferrari,1:28.433,N/A,N/A,19
20,7,Kimi Räikkönen,Alfa Romeo Racing-Ferrari,1:28.493,N/A,N/A,20
