Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,1,Max Verstappen,Red Bull Racing-Honda RBPT,1:54.938,1:53.837,1:53.159,11
2,16,Charles Leclerc,Ferrari,1:55.349,1:54.193,1:53.754,1
3,11,Sergio Pérez,Red Bull Racing-Honda RBPT,1:55.139,1:54.470,1:53.765,2
4,44,Lewis Hamilton,Mercedes,1:55.692,1:54.037,1:53.835,3
5,4,Lando Norris,McLaren-Mercedes,1:55.582,1:54.358,1:53.981,4
6,81,Oscar Piastri,McLaren-Mercedes,1:54.835,1:54.136,1:54.027,5
7,63,George Russell,Mercedes,1:55.353,1:54.095,1:54.184,6
8,55,Carlos Sainz Jr.,Ferrari,1:55.169,1:54.112,1:54.477,7
9,14,Fernando Alonso,Aston MartinAramco-Mercedes,1:55.489,1:54.258,1:54.765,8
10,31,Esteban Ocon,Alpine-Renault,1:55.417,1:54.460,1:54.810,9
11,23,Alexander Albon,Williams-Mercedes,1:55.722,1:54.473,N/A,10
12,10,Pierre Gasly,Alpine-Renault,1:54.911,1:54.635,N/A,12
13,3,Daniel Ricciardo,RB-Honda RBPT,1:55.451,1:54.682,N/A,13
14,77,Valtteri Bottas,KickSauber-Ferrari,1:55.531,1:54.764,N/A,14
15,18,Lance Stroll,Aston MartinAramco-Mercedes,1:56.072,1:55.716,N/A,15
16,27,Nico Hülkenberg,Haas-Ferrari,1:56.308,N/A,N/A,16
17,20,Kevin Magnussen,Haas-Ferrari,1:56.500,N/A,N/A,17
18,22,Yuki Tsunoda,RB-Honda RBPT,1:56.593,N/A,N/A,20
19,2,Logan Sargeant,Williams-Mercedes,1:57.230,N/A,N/A,18
20,24,Zhou Guanyu,KickSauber-Ferrari,1:57.775,N/A,N/A,19
