Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,55,Carlos Sainz Jr.,Ferrari,1:16.778,1:16.515,1:15.946,1
2,1,Max Verstappen,Red Bull Racing-Honda RBPT,1:16.803,1:16.514,1:16.171,2
3,4,Lando Norris,McLaren-Mercedes,1:16.505,1:16.301,1:16.260,3
4,16,Charles Leclerc,Ferrari,1:16.972,1:16.641,1:16.265,4
5,63,George Russell,Mercedes,1:17.194,1:16.937,1:16.356,5
6,44,Lewis Hamilton,Mercedes,1:17.306,1:16.973,1:16.651,6
7,20,Kevin Magnussen,Haas-Ferrari,1:17.125,1:17.003,1:16.886,7
8,10,Pierre Gasly,Alpine-Renault,1:17.149,1:17.048,1:16.892,8
9,23,Alexander Albon,Williams-Mercedes,1:17.189,1:16.988,1:17.065,9
10,27,Nico Hülkenberg,Haas-Ferrari,1:17.186,1:16.995,1:17.365,10
11,22,Yuki Tsunoda,RB-Honda RBPT,1:17.182,1:17.129,N/A,11
12,30,Liam Lawson,RB-Honda RBPT,1:17.380,1:17.162,N/A,12
13,14,Fernando Alonso,Aston MartinAramco-Mercedes,1:17.307,1:17.168,N/A,13
14,18,Lance Stroll,Aston MartinAramco-Mercedes,1:17.407,1:17.294,N/A,14
15,77,Valtteri Bottas,KickSauber-Ferrari,1:17.393,1:17.817,N/A,15
16,43,Franco Colapinto,Williams-Mercedes,1:17.558,N/A,N/A,16
17,81,Oscar Piastri,McLaren-Mercedes,1:17.597,N/A,N/A,17
18,11,Sergio Pérez,Red Bull Racing-Honda RBPT,1:17.611,N/A,N/A,18
19,31,Esteban Ocon,Alpine-Renault,1:17.617,N/A,N/A,PL
20,24,Zhou Guanyu,KickSauber-Ferrari,1:18.072,N/A,N/A,19
