Pos.,No.,Driver,Team,Q1,Q2,Q3,Grid
1,6,Mark Webber,Red Bull-Renault,1:51.886,1:48.210,1:49.327,1
2,4,Nico Rosberg,Mercedes,1:52.560,1:47.417,1:50.673,2
3,5,Sebastian Vettel,Red Bull-Renault,1:47.632,1:46.828,1:50.789,3
4,14,Adrian Sutil,Force India-Mercedes,1:49.479,1:47.085,1:50.914,4
5,10,Nico Hülkenberg,Williams-Cosworth,1:49.664,1:47.346,1:51.001,5
6,11,Robert Kubica,Renault,1:46.283,1:46.951,1:51.051,6
7,9,Rubens Barrichello,Williams-Cosworth,1:50.301,1:48.371,1:51.511,7
8,3,Michael Schumacher,Mercedes,1:52.239,1:48.400,1:51.717,8
9,23,Kamui Kobayashi,BMW Sauber-Ferrari,1:48.467,1:47.792,1:51.767,9
10,15,Vitantonio Liuzzi,Force India-Mercedes,1:49.922,1:48.238,1:52.254,10
11,12,Vitaly Petrov,Renault,1:47.952,1:48.760,,11
12,22,Pedro de la Rosa,BMW Sauber-Ferrari,1:47.153,1:48.771,,12
13,16,Sébastien Buemi,Toro Rosso-Ferrari,1:48.945,1:49.207,,13
14,17,Jaime Alguersuari,Toro Rosso-Ferrari,1:48.655,1:49.464,,14
15,19,Heikki Kovalainen,Lotus-Cosworth,1:52.875,1:52.270,,15
16,24,Timo Glock,Virgin-Cosworth,1:52.398,1:52.520,,16
17,1,Jenson Button,McLaren-Mercedes,1:52.211,No Time,,17
18,18,Jarno Trulli,Lotus-Cosworth,1:52.884,,,18
19,8,Fernando Alonso,Ferrari,1:53.044,,,19
20,2,Lewis Hamilton,McLaren-Mercedes,1:53.050,,,20
21,7,Felipe Massa,Ferrari,1:53.283,,,21
22,20,Karun Chandhok,HRT-Cosworth,1:56.299,,,22
23,21,Bruno Senna,HRT-Cosworth,1:57.269,,,23
24,25,Lucas di Grassi,Virgin-Cosworth,1:59.977,,,24
