Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,5,Sebastian Vettel,Ferrari,1:11.710,1:11.524,1:10.764,1
2,77,Valtteri Bottas,Mercedes,1:11.950,1:11.514,1:10.857,2
3,33,Max Verstappen,Red Bull Racing-TAG Heuer,1:12.008,1:11.472,1:10.937,3
4,44,Lewis Hamilton,Mercedes,1:11.835,1:11.740,1:10.996,4
5,7,Kimi Räikkönen,Ferrari,1:11.725,1:11.620,1:11.095,5
6,3,Daniel Ricciardo,Red Bull Racing-TAG Heuer,1:12.459,1:11.434,1:11.116,6
7,27,Nico Hülkenberg,Renault,1:12.795,1:11.916,1:11.973,7
8,31,Esteban Ocon,Force India-Mercedes,1:12.577,1:12.141,1:12.084,8
9,55,Carlos Sainz Jr.,Renault,1:12.689,1:12.097,1:12.168,9
10,11,Sergio Pérez,Force India-Mercedes,1:12.702,1:12.395,1:12.671,10
11,20,Kevin Magnussen,Haas-Ferrari,1:12.680,1:12.606,,11
12,28,Brendon Hartley,Scuderia Toro Rosso-Honda,1:12.587,1:12.635,,12
13,16,Charles Leclerc,Sauber-Ferrari,1:12.945,1:12.661,,13
14,14,Fernando Alonso,McLaren-Renault,1:12.979,1:12.856,,14
15,2,Stoffel Vandoorne,McLaren-Renault,1:12.998,1:12.865,,15
16,10,Pierre Gasly,Scuderia Toro Rosso-Honda,1:13.047,,,19
17,18,Lance Stroll,Williams-Mercedes,1:13.590,,,16
18,35,Sergey Sirotkin,Williams-Mercedes,1:13.643,,,17
19,9,Marcus Ericsson,Sauber-Ferrari,1:14.593,,,18
—,8,Romain Grosjean,Haas-Ferrari,No time,,,20
