Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:34.130,1:33.480,1:32.237,1
2,5,Sebastian Vettel,Ferrari,1:34.569,1:33.079,1:32.298,5
3,7,Kimi Räikkönen,Ferrari,1:34.703,1:32.884,1:32.307,2
4,77,Valtteri Bottas,Mercedes,1:34.518,1:33.702,1:32.616,3
5,3,Daniel Ricciardo,Red Bull Racing-TAG Heuer,1:34.755,1:34.185,1:33.494,4
6,31,Esteban Ocon,Force India-Mercedes,1:34.876,1:34.522,1:34.145,6
7,27,Nico Hülkenberg,Renault,1:34.932,1:34.564,1:34.215,7
8,8,Romain Grosjean,Haas-Ferrari,1:34.892,1:34.419,1:34.250,8
9,16,Charles Leclerc,Sauber-Ferrari,1:35.069,1:34.255,1:34.420,9
10,11,Sergio Pérez,Force India-Mercedes,1:35.193,1:34.525,1:34.594,10
11,55,Carlos Sainz Jr.,Renault,1:34.891,1:34.566,,11
12,20,Kevin Magnussen,Haas-Ferrari,1:34.972,1:34.732,,12
13,10,Pierre Gasly,Scuderia Toro Rosso-Honda,1:34.850,No time,,19
14,28,Brendon Hartley,Scuderia Toro Rosso-Honda,1:35.206,No time,,20
15,33,Max Verstappen,Red Bull Racing-TAG Heuer,1:34.766,No time,,18
16,14,Fernando Alonso,McLaren-Renault,1:35.294,,,13
17,35,Sergey Sirotkin,Williams-Mercedes,1:35.362,,,14
18,18,Lance Stroll,Williams-Mercedes,1:35.480,,,15
19,9,Marcus Ericsson,Sauber-Ferrari,1:35.536,,,16
20,2,Stoffel Vandoorne,McLaren-Renault,1:35.735,,,17
