Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:08.464,1:07.795,1:07.281,1
2,5,Sebastian Vettel,Ferrari,1:08.452,1:07.776,1:07.374,2
3,77,Valtteri Bottas,Mercedes,1:08.492,1:07.727,1:07.441,3
4,7,Kimi Räikkönen,Ferrari,1:08.452,1:08.028,1:07.456,4
5,33,Max Verstappen,Red Bull Racing-TAG Heuer,1:08.205,1:08.017,1:07.778,5
6,3,Daniel Ricciardo,Red Bull Racing-TAG Heuer,1:08.544,1:08.055,1:07.780,11
7,9,Marcus Ericsson,Sauber-Ferrari,1:08.754,1:08.579,1:08.296,6
8,16,Charles Leclerc,Sauber-Ferrari,1:08.667,1:08.335,1:08.492,7
9,8,Romain Grosjean,Haas-Ferrari,1:08.735,1:08.239,1:08.517,8
10,10,Pierre Gasly,Scuderia Toro Rosso-Honda,1:09.046,1:08.616,1:09.029,9
11,20,Kevin Magnussen,Haas-Ferrari,1:08.474,1:08.659,,10
12,11,Sergio Pérez,Force India-Mercedes,1:09.217,1:08.741,,12
13,31,Esteban Ocon,Force India-Mercedes,1:09.264,1:08.770,,18
14,27,Nico Hülkenberg,Renault,1:09.009,1:08.834,,13
15,35,Sergey Sirotkin,Williams-Mercedes,1:09.259,1:10.381,,14
16,55,Carlos Sainz Jr.,Renault,1:09.269,,,15
17,28,Brendon Hartley,Scuderia Toro Rosso-Honda,1:09.280,,,16
18,14,Fernando Alonso,McLaren-Renault,1:09.402,,,17
19,18,Lance Stroll,Williams-Mercedes,1:09.441,,,19
20,2,Stoffel Vandoorne,McLaren-Renault,1:09.601,,,20
