Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,5,Sebastian Vettel,Ferrari,1:32.171,1:32.385,1:31.095,1
2,7,Kimi Räikkönen,Ferrari,1:32.474,1:32.286,1:31.182,2
3,77,Valtteri Bottas,Mercedes,1:32.921,1:32.063,1:31.625,3
4,44,Lewis Hamilton,Mercedes,1:33.283,1:31.914,1:31.675,4
5,33,Max Verstappen,Red Bull Racing-TAG Heuer,1:32.932,1:32.809,1:31.796,5
6,3,Daniel Ricciardo,Red Bull Racing-TAG Heuer,1:33.877,1:32.688,1:31.948,6
7,27,Nico Hülkenberg,Renault,1:33.545,1:32.494,1:32.532,7
8,11,Sergio Pérez,Force India-Mercedes,1:33.464,1:32.931,1:32.758,8
9,55,Carlos Sainz Jr.,Renault,1:33.315,1:32.970,1:32.819,9
10,8,Romain Grosjean,Haas-Ferrari,1:33.238,1:32.524,1:32.855,10
11,20,Kevin Magnussen,Haas-Ferrari,1:33.359,1:32.986,N/A,11
12,31,Esteban Ocon,Force India-Mercedes,1:33.585,1:33.057,N/A,12
13,14,Fernando Alonso,McLaren-Renault,1:33.428,1:33.232,N/A,13
14,2,Stoffel Vandoorne,McLaren-Renault,1:33.824,1:33.505,N/A,14
15,28,Brendon Hartley,Scuderia Toro Rosso-Honda,1:34.013,1:33.795,N/A,15
16,35,Sergey Sirotkin,Williams-Mercedes,1:34.062,N/A,N/A,16
17,10,Pierre Gasly,Scuderia Toro Rosso-Honda,1:34.101,N/A,N/A,17
18,18,Lance Stroll,Williams-Mercedes,1:34.285,N/A,N/A,18
19,16,Charles Leclerc,Sauber-Ferrari,1:34.454,N/A,N/A,19
20,9,Marcus Ericsson,Sauber-Ferrari,1:34.914,N/A,N/A,20
