Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,11,Sergio Pérez,Red Bull Racing-Honda RBPT,1:27.713,1:27.328,1:26.841,1
2,14,Fernando Alonso,Aston MartinAramco-Mercedes,1:28.179,1:27.097,1:27.202,2
3,55,Carlos Sainz Jr.,Ferrari,1:27.686,1:27.148,1:27.349,3
4,20,Kevin Magnussen,Haas-Ferrari,1:27.809,1:27.673,1:27.767,4
5,10,Pierre Gasly,Alpine-Renault,1:28.061,1:27.612,1:27.786,5
6,63,George Russell,Mercedes,1:28.086,1:27.743,1:27.804,6
7,16,Charles Leclerc,Ferrari,1:27.713,1:26.964,1:27.861,7
8,31,Esteban Ocon,Alpine-Renault,1:27.872,1:27.444,1:27.935,8
9,1,Max Verstappen,Red Bull Racing-Honda RBPT,1:27.363,1:26.814,No time,9
10,77,Valtteri Bottas,Alfa Romeo-Ferrari,1:27.864,1:27.564,No time,10
11,23,Alexander Albon,Williams-Mercedes,1:28.234,1:27.795,N/A,11
12,27,Nico Hülkenberg,Haas-Ferrari,1:27.945,1:27.903,N/A,12
13,44,Lewis Hamilton,Mercedes,1:27.846,1:27.975,N/A,13
14,24,Zhou Guanyu,Alfa Romeo-Ferrari,1:28.180,1:28.091,N/A,14
15,21,Nyck de Vries,AlphaTauri-Honda RBPT,1:28.325,1:28.395,N/A,15
16,4,Lando Norris,McLaren-Mercedes,1:28.394,N/A,N/A,16
17,22,Yuki Tsunoda,AlphaTauri-Honda RBPT,1:28.429,N/A,N/A,17
18,18,Lance Stroll,Aston MartinAramco-Mercedes,1:28.476,N/A,N/A,18
19,81,Oscar Piastri,McLaren-Mercedes,1:28.484,N/A,N/A,19
20,2,Logan Sargeant,Williams-Mercedes,1:28.577,N/A,N/A,20
