Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:41.983,1:41.275,1:40.593,1
2,77,Valtteri Bottas,Mercedes,1:43.026,1:41.502,1:41.027,2
3,7,Kimi Räikkönen,Ferrari,1:42.678,1:42.090,1:41.693,3
4,5,Sebastian Vettel,Ferrari,1:42.952,1:41.911,1:41.841,4
5,33,Max Verstappen,Red Bull Racing-TAG Heuer,1:42.544,1:41.961,1:41.879,5
6,11,Sergio Pérez,Force India-Mercedes,1:43.162,1:42.467,1:42.111,6
7,31,Esteban Ocon,Force India-Mercedes,1:43.051,1:42.751,1:42.186,7
8,18,Lance Stroll,Williams-Mercedes,1:43.613,1:42.284,1:42.753,8
9,19,Felipe Massa,Williams-Mercedes,1:43.165,1:42.735,1:42.798,9
10,3,Daniel Ricciardo,Red Bull Racing-TAG Heuer,1:42.857,1:42.215,1:43.414,10
11,26,Daniil Kvyat,Toro Rosso,1:42.927,1:43.186,,11
12,55,Carlos Sainz Jr.,Toro Rosso,1:43.489,1:43.347,,15
13,20,Kevin Magnussen,Haas-Ferrari,1:44.029,1:43.796,,12
14,27,Nico Hülkenberg,Renault,1:43.930,1:44.267,,13
15,94,Pascal Wehrlein,Sauber-Ferrari,1:44.317,1:44.603,,14
16,14,Fernando Alonso,McLaren-Honda,1:44.334,,,19
17,8,Romain Grosjean,Haas-Ferrari,1:44.468,,,16
18,9,Marcus Ericsson,Sauber-Ferrari,1:44.795,,,17
19,2,Stoffel Vandoorne,McLaren-Honda,1:45.030,,,18
—,30,Jolyon Palmer,Renault,No time,,,20
