Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:34.822,1:33.437,1:33.108,1
2,5,Sebastian Vettel,Ferrari,1:35.420,1:34.103,1:33.347,2
3,77,Valtteri Bottas,Mercedes,1:35.309,1:33.769,1:33.568,3
4,3,Daniel Ricciardo,Red Bull Racing-TAG Heuer,1:35.991,1:34.495,1:33.577,4
5,7,Kimi Räikkönen,Ferrari,1:35.649,1:33.840,1:33.577,5
6,33,Max Verstappen,Red Bull Racing-TAG Heuer,1:34.899,1:34.716,1:33.658,16
7,31,Esteban Ocon,Force India-Mercedes,1:35.849,1:35.113,1:34.647,6
8,55,Carlos Sainz Jr.,Renault,1:35.517,1:34.899,1:34.852,7
9,14,Fernando Alonso,McLaren-Honda,1:35.712,1:35.046,1:35.007,8
10,11,Sergio Pérez,Force India-Mercedes,1:36.358,1:34.789,1:35.148,9
11,19,Felipe Massa,Williams-Mercedes,1:35.603,1:35.155,,10
12,26,Daniil Kvyat,Toro Rosso,1:36.073,1:35.529,,11
13,2,Stoffel Vandoorne,McLaren-Honda,1:36.286,1:35.641,,20
14,8,Romain Grosjean,Haas-Ferrari,1:36.835,1:35.870,,12
15,27,Nico Hülkenberg,Renault,1:35.740,No time,,18
16,9,Marcus Ericsson,Sauber-Ferrari,1:36.842,,,13
17,18,Lance Stroll,Williams-Mercedes,1:36.868,,,15
18,39,Brendon Hartley,Toro Rosso,1:36.889,,,19
19,94,Pascal Wehrlein,Sauber-Ferrari,1:37.179,,,14
20,20,Kevin Magnussen,Haas-Ferrari,1:37.394,,,17
