Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,5,Sebastian Vettel,Ferrari,1:43.336,1:40.529,1:39.491,1
2,33,Max Verstappen,Red Bull Racing-TAG Heuer,1:42.010,1:40.332,1:39.814,2
3,3,Daniel Ricciardo,Red Bull Racing-TAG Heuer,1:42.063,1:40.385,1:39.840,3
4,7,Kimi Räikkönen,Ferrari,1:43.328,1:40.525,1:40.069,4
5,44,Lewis Hamilton,Mercedes,1:42.455,1:40.577,1:40.126,5
6,77,Valtteri Bottas,Mercedes,1:43.137,1:41.409,1:40.810,6
7,27,Nico Hülkenberg,Renault,1:42.586,1:41.277,1:41.013,7
8,14,Fernando Alonso,McLaren-Honda,1:42.086,1:41.442,1:41.179,8
9,2,Stoffel Vandoorne,McLaren-Honda,1:42.222,1:41.227,1:41.398,9
10,55,Carlos Sainz Jr.,Toro Rosso,1:42.176,1:41.826,1:42.056,10
11,30,Jolyon Palmer,Renault,1:42.472,1:42.107,,11
12,11,Sergio Pérez,Force India-Mercedes,1:43.594,1:42.246,,12
13,26,Daniil Kvyat,Toro Rosso,1:42.544,1:42.338,,13
14,31,Esteban Ocon,Force India-Mercedes,1:43.626,1:42.760,,14
15,8,Romain Grosjean,Haas-Ferrari,1:43.627,1:43.883,,15
16,20,Kevin Magnussen,Haas-Ferrari,1:43.756,,,16
17,19,Felipe Massa,Williams-Mercedes,1:44.014,,,17
18,18,Lance Stroll,Williams-Mercedes,1:44.728,,,18
19,94,Pascal Wehrlein,Sauber-Ferrari,1:45.059,,,19
20,9,Marcus Ericsson,Sauber-Ferrari,1:45.570,,,20
