Pos.,No.,Driver,Team,Sprintgrid,Q1,Q2,Q3,Sprintgrid
1,1,Max Verstappen,Red Bull Racing-RBPT,1:19.295,1:18.793,1:27.999,1
2,16,Charles Leclerc,Ferrari,1:18.796,1:19.584,1:28.778,2
3,4,Lando Norris,McLaren-Mercedes,1:20.168,1:19.294,1:29.131,3
4,20,Kevin Magnussen,Haas-Ferrari,1:20.147,1:19.902,1:29.164,4
5,14,Fernando Alonso,Alpine-Renault,1:20.198,1:19.595,1:29.202,5
6,3,Daniel Ricciardo,McLaren-Mercedes,1:19.980,1:20.031,1:29.742,6
7,11,Sergio Pérez,Red Bull Racing-RBPT,1:19.773,1:19.296,1:29.808,7
8,77,Valtteri Bottas,Alfa Romeo-Ferrari,1:20.419,1:20.192,1:30.439,8
9,5,Sebastian Vettel,Aston MartinAramco-Mercedes,1:20.364,1:19.957,1:31.062,9
10,55,Carlos Sainz Jr.,Ferrari,1:19.305,1:18.990,No time,10
11,63,George Russell,Mercedes,1:20.383,1:20.757,N/A,11
12,47,Mick Schumacher,Haas-Ferrari,1:20.422,1:20.916,N/A,12
13,44,Lewis Hamilton,Mercedes,1:20.470,1:21.138,N/A,13
14,24,Zhou Guanyu,Alfa Romeo-Ferrari,1:19.730,1:21.434,N/A,14
15,18,Lance Stroll,Aston MartinAramco-Mercedes,1:20.342,1:28.119,N/A,15
16,22,Yuki Tsunoda,AlphaTauri-RBPT,1:20.474,N/A,N/A,16
17,10,Pierre Gasly,AlphaTauri-RBPT,1:20.732,N/A,N/A,17
18,6,Nicholas Latifi,Williams-Mercedes,1:21.971,N/A,N/A,18
19,31,Esteban Ocon,Alpine-Renault,1:22.338,N/A,N/A,19
—,23,Alexander Albon,Williams-Mercedes,No time,N/A,N/A,20
