Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,16,Charles Leclerc,Ferrari,1:18.881,1:18.606,1:17.868,1
2,1,Max Verstappen,Red Bull Racing-RBPT,1:18.580,1:18.611,1:18.154,2
3,11,Sergio Pérez,Red Bull Racing-RBPT,1:18.834,1:18.340,1:18.240,3
4,4,Lando Norris,McLaren-Mercedes,1:19.280,1:19.066,1:18.703,4
5,44,Lewis Hamilton,Mercedes,1:19.401,1:19.106,1:18.825,5
6,63,George Russell,Mercedes,1:19.405,1:19.076,1:18.933,6
7,3,Daniel Ricciardo,McLaren-Mercedes,1:19.665,1:19.130,1:19.032,7
8,31,Esteban Ocon,Alpine-Renault,1:19.605,1:19.136,1:19.061,8
9,55,Carlos Sainz Jr.,Ferrari,1:18.983,1:18.469,1:19.408,9
10,14,Fernando Alonso,Alpine-Renault,1:19.192,1:18.815,No time,10
11,10,Pierre Gasly,AlphaTauri-RBPT,1:19.580,1:19.226,N/A,11
12,77,Valtteri Bottas,Alfa Romeo-Ferrari,1:19.251,1:19.410,N/A,12
13,22,Yuki Tsunoda,AlphaTauri-RBPT,1:19.742,1:19.424,N/A,13
14,24,Zhou Guanyu,Alfa Romeo-Ferrari,1:19.910,1:20.155,N/A,14
15,47,Mick Schumacher,Haas-Ferrari,1:20.104,1:20.465,N/A,15
16,20,Kevin Magnussen,Haas-Ferrari,1:20.254,N/A,N/A,16
17,5,Sebastian Vettel,Aston MartinAramco-Mercedes,1:21.149,N/A,N/A,17
18,6,Nicholas Latifi,Williams-Mercedes,1:21.372,N/A,N/A,18
DSQ,23,Alexander Albon,Williams-Mercedes,1:20.135,N/A,N/A,20
—,18,Lance Stroll,Aston MartinAramco-Mercedes,No time,N/A,N/A,19
