Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,1,Max Verstappen,Red Bull Racing-RBPT,1:32.219,1:23.746,1:21.299,1
2,14,Fernando Alonso,Alpine-Renault,1:32.277,1:24.848,1:21.944,2
3,55,Carlos Sainz Jr.,Ferrari,1:32.781,1:25.197,1:22.096,3
4,44,Lewis Hamilton,Mercedes,1:33.841,1:25.543,1:22.891,4
5,20,Kevin Magnussen,Haas-Ferrari,1:32.957,1:26.254,1:22.960,5
6,47,Mick Schumacher,Haas-Ferrari,1:33.707,1:25.684,1:23.356,6
7,31,Esteban Ocon,Alpine-Renault,1:33.012,1:26.135,1:23.529,7
8,63,George Russell,Mercedes,1:33.160,1:24.950,1:23.557,8
9,3,Daniel Ricciardo,McLaren-Mercedes,1:33.636,1:26.375,1:23.749,9
10,24,Zhou Guanyu,Alfa Romeo-Ferrari,1:33.692,1:26.116,1:24.030,10
11,77,Valtteri Bottas,Alfa Romeo-Ferrari,1:33.689,1:26.788,N/A,11
12,23,Alexander Albon,Williams-Mercedes,1:34.047,1:26.858,N/A,12
13,11,Sergio Pérez,Red Bull Racing-RBPT,1:33.929,1:33.127,N/A,13
14,4,Lando Norris,McLaren-Mercedes,1:34.066,No time,N/A,14
15,16,Charles Leclerc,Ferrari,1:33.008,No time,N/A,19
16,10,Pierre Gasly,AlphaTauri-RBPT,1:34.492,N/A,N/A,15
17,5,Sebastian Vettel,Aston MartinAramco-Mercedes,1:34.512,N/A,N/A,16
18,18,Lance Stroll,Aston MartinAramco-Mercedes,1:35.532,N/A,N/A,17
19,6,Nicholas Latifi,Williams-Mercedes,1:35.660,N/A,N/A,18
20,22,Yuki Tsunoda,AlphaTauri-RBPT,1:36.575,N/A,N/A,20
