Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,16,Charles Leclerc,Ferrari,1:31.471,1:30.932,1:30.558,1
2,1,Max Verstappen,Red Bull Racing-RBPT,1:31.785,1:30.757,1:30.681,2
3,55,Carlos Sainz Jr.,Ferrari,1:31.567,1:30.787,1:30.687,3
4,11,Sergio Pérez,Red Bull Racing-RBPT,1:32.311,1:31.008,1:30.921,4
5,44,Lewis Hamilton,Mercedes,1:32.285,1:31.048,1:31.238,5
6,77,Valtteri Bottas,Alfa Romeo-Ferrari,1:31.919,1:31.717,1:31.560,6
7,20,Kevin Magnussen,Haas-Ferrari,1:31.955,1:31.461,1:31.808,7
8,14,Fernando Alonso,Alpine-Renault,1:32.346,1:31.621,1:32.195,8
9,63,George Russell,Mercedes,1:32.269,1:31.252,1:32.216,9
10,10,Pierre Gasly,AlphaTauri-RBPT,1:32.096,1:31.635,1:32.338,10
11,31,Esteban Ocon,Alpine-Renault,1:32.041,1:31.782,N/A,11
12,47,Mick Schumacher,Haas-Ferrari,1:32.380,1:31.998,N/A,12
13,4,Lando Norris,McLaren-Mercedes,1:32.239,1:32.008,N/A,13
14,23,Alexander Albon,Williams-Mercedes,1:32.726,1:32.664,N/A,14
15,24,Zhou Guanyu,Alfa Romeo-Ferrari,1:32.493,1:33.543,N/A,15
16,22,Yuki Tsunoda,AlphaTauri-RBPT,1:32.750,N/A,N/A,16
17,27,Nico Hülkenberg,Aston MartinAramco-Mercedes,1:32.777,N/A,N/A,17
18,3,Daniel Ricciardo,McLaren-Mercedes,1:32.945,N/A,N/A,18
19,18,Lance Stroll,Aston MartinAramco-Mercedes,1:33.032,N/A,N/A,19
20,6,Nicholas Latifi,Williams-Mercedes,1:33.634,N/A,N/A,20
