Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,16,Charles Leclerc,Ferrari,1:42.865,1:42.046,1:41.359,1
2,11,Sergio Pérez,Red Bull Racing-RBPT,1:42.733,1:41.955,1:41.641,2
3,1,Max Verstappen,Red Bull Racing-RBPT,1:42.722,1:42.227,1:41.706,3
4,55,Carlos Sainz Jr.,Ferrari,1:42.957,1:42.088,1:41.814,4
5,63,George Russell,Mercedes,1:43.754,1:43.281,1:42.712,5
6,10,Pierre Gasly,AlphaTauri-RBPT,1:43.268,1:43.129,1:42.845,6
7,44,Lewis Hamilton,Mercedes,1:43.939,1:43.182,1:42.924,7
8,22,Yuki Tsunoda,AlphaTauri-RBPT,1:43.595,1:43.376,1:43.056,8
9,5,Sebastian Vettel,Aston MartinAramco-Mercedes,1:43.279,1:43.268,1:43.091,9
10,14,Fernando Alonso,Alpine-Renault,1:44.083,1:43.360,1:43.173,10
11,4,Lando Norris,McLaren-Mercedes,1:44.237,1:43.398,N/A,11
12,3,Daniel Ricciardo,McLaren-Mercedes,1:44.437,1:43.574,N/A,12
13,31,Esteban Ocon,Alpine-Renault,1:43.903,1:43.585,N/A,13
14,24,Zhou Guanyu,Alfa Romeo-Ferrari,1:43.777,1:43.790,N/A,14
15,77,Valtteri Bottas,Alfa Romeo-Ferrari,1:44.478,1:44.444,N/A,15
16,20,Kevin Magnussen,Haas-Ferrari,1:44.643,N/A,N/A,16
17,23,Alexander Albon,Williams-Mercedes,1:44.719,N/A,N/A,17
18,6,Nicholas Latifi,Williams-Mercedes,1:45.367,N/A,N/A,18
19,18,Lance Stroll,Aston MartinAramco-Mercedes,1:45.371,N/A,N/A,19
20,47,Mick Schumacher,Haas-Ferrari,1:45.775,N/A,N/A,20
