Pos.,No.,Driver,Team,Sprintgrid,Q1,Q2,Q3,Sprintgrid
1,20,Kevin Magnussen,Haas-Ferrari,1:13.954,1:11.410,1:11.674,1
2,1,Max Verstappen,Red Bull Racing-RBPT,1:13.625,1:10.881,1:11.775,2
3,63,George Russell,Mercedes,1:14.427,1:11.318,1:12.059,3
4,4,Lando Norris,McLaren-Mercedes,1:13.106,1:11.377,1:12.263,4
5,55,Carlos Sainz Jr.,Ferrari,1:14.680,1:10.890,1:12.357,5
6,31,Esteban Ocon,Alpine-Renault,1:14.663,1:11.587,1:12.425,6
7,14,Fernando Alonso,Alpine-Renault,1:13.542,1:11.394,1:12.504,7
8,44,Lewis Hamilton,Mercedes,1:13.403,1:11.539,1:12.611,8
9,11,Sergio Pérez,Red Bull Racing-RBPT,1:13.613,1:11.456,1:15.601,9
10,16,Charles Leclerc,Ferrari,1:14.486,1:10.950,No time,10
11,23,Alexander Albon,Williams-Mercedes,1:14.324,1:11.631,N/A,11
12,10,Pierre Gasly,AlphaTauri-RBPT,1:14.371,1:11.675,N/A,12
13,5,Sebastian Vettel,Aston MartinAramco-Mercedes,1:13.597,1:11.678,N/A,13
14,3,Daniel Ricciardo,McLaren-Mercedes,1:14.931,1:12.140,N/A,14
15,18,Lance Stroll,Aston MartinAramco-Mercedes,1:14.398,1:12.210,N/A,15
16,6,Nicholas Latifi,Williams-Mercedes,1:15.095,N/A,N/A,16
17,24,Zhou Guanyu,Alfa Romeo-Ferrari,1:15.197,N/A,N/A,17
18,77,Valtteri Bottas,Alfa Romeo-Ferrari,1:15.486,N/A,N/A,18
19,22,Yuki Tsunoda,AlphaTauri-RBPT,1:16.264,N/A,N/A,19
20,47,Mick Schumacher,Haas-Ferrari,1:16.361,N/A,N/A,20
