Pos.,No.,Driver,Team,Grid,Q1,Q2,Q3,Grid
1,44,Lewis Hamilton,Mercedes,1:30.609,1:29.520,1:28.319,1
2,77,Valtteri Bottas,Mercedes,1:30.550,1:29.437,1:28.605,2
3,16,Charles Leclerc,Ferrari,1:30.647,1:29.699,1:28.965,3
4,33,Max Verstappen,Red Bull Racing-Honda,1:31.327,1:30.099,1:29.409,4
5,4,Lando Norris,McLaren-Renault,1:30.989,1:30.019,1:29.418,5
6,55,Carlos Sainz Jr.,McLaren-Renault,1:31.073,1:30.319,1:29.522,6
7,5,Sebastian Vettel,Ferrari,1:31.075,1:29.506,1:29.799,7
8,3,Daniel Ricciardo,Renault,1:30.954,1:30.369,1:29.918,8
9,10,Pierre Gasly,Red Bull Racing-Honda,1:31.152,1:30.421,1:30.184,9
10,99,Antonio Giovinazzi,Alfa Romeo Racing-Ferrari,1:31.180,1:30.408,1:33.420,10
11,23,Alexander Albon,Scuderia Toro Rosso-Honda,1:31.445,1:30.461,N/A,11
12,7,Kimi Räikkönen,Alfa Romeo Racing-Ferrari,1:30.972,1:30.533,N/A,12
13,27,Nico Hülkenberg,Renault,1:30.865,1:30.544,N/A,13
14,11,Sergio Pérez,Racing Point-BWT Mercedes,1:30.964,1:30.738,N/A,14
15,20,Kevin Magnussen,Haas-Ferrari,1:31.166,1:31.440,N/A,15
16,26,Daniil Kvyat,Scuderia Toro Rosso-Honda,1:31.564,N/A,N/A,19
17,8,Romain Grosjean,Haas-Ferrari,1:31.626,N/A,N/A,16
18,18,Lance Stroll,Racing Point-BWT Mercedes,1:31.726,N/A,N/A,17
19,63,George Russell,Williams-Mercedes,1:32.789,N/A,N/A,20
20,88,Robert Kubica,Williams-Mercedes,1:33.205,N/A,N/A,18
